25524.07682 1.2427
25442.68347 1.24406
25393.09902 1.24489
25337.90123 1.24566
25278.96122 1.24657
25229.37676 1.24739
25183.53453 1.24805
25151.3 1.24877
25124.59452 1.24912
25104.94785 1.24948
25086.23673 1.24973
25066.59006 1.25018
25043.20117 1.25043
25027.29672 1.25071
25003.90783 1.25112
24974.9056 1.25162
24827.08779 1.25392
24715.75666 1.25584
24663.36553 1.25663
24627.81441 1.25721
24598.15807 1.2577
24561.97258 1.25826
24538.93662 1.2586
24523.05 1.25886
24505.38463 1.25921
24486.5455 1.25951
24466.89883 1.25984
24450.99438 1.26012
24008.63 1.2663
23107.61 1.28396
22599.34 1.29381
21804.45 1.30861
21130.52 1.32457
20685.72 1.33564
20380.17 1.34469
20164.45 1.35015
20013.76 1.35481
19901.24592 1.35839
19790.1817 1.36174
19685.65067 1.36541
19240.76 1.37972
18692.81 1.40068
18278.03 1.41618
17959.49 1.43362
17717.38 1.4456
17527.99 1.45859
17377.47 1.46918
17257.24 1.47693
17158.62 1.48217
17077.64 1.48821
17010.9 1.49346
16956.57 1.49779
16911.72 1.50191
16874.28 1.50462
16841.77 1.50668
16814.48 1.50873
16790.21 1.51023
16770.37 1.51149
16753.1 1.51291
16737.55125 1.51365
16720.4 1.51472
16615.16 1.52098
16299.87 1.54129
16042.4 1.56218
15835.85 1.57946
15660.35 1.59359
15513.43 1.60567
15388.12 1.61566
15280.11 1.62428
15186.07947 1.63166
15102.41703 1.63795
15039.67021 1.64203
14975.45 1.64675
14921.12 1.65094
14874.12 1.65502
14832.91 1.65865
14795.84 1.66198
14765.45 1.66403
14737.2 1.66676
14712.21 1.66872
14695.32786 1.67013
14680.57 1.67135
14671.07 1.67207
14663.6 1.67264
14657.12897 1.67308
14649.01 1.67378
14643.27 1.67426
14636.67 1.67472
14630.10119 1.67519
14624.5 1.67565
14618.66086 1.67613
14613.41 1.67647
14605.86199 1.67711
14595.6372 1.67776
14581.29 1.67885
14568.35 1.68009
14532.22 1.68226
14489.99173 1.68525
14437.13 1.68869
14400.39 1.69228
14295.03 1.70106
14179.13 1.71061
14077.91 1.71913
13991.59 1.72713
13916.04 1.73348
13847.33 1.73931
13785.22 1.74455
13641.93 1.75491
13448.9 1.76845
13291.68 1.78524
13153.79 1.79747
13032.73 1.80775
12920.72 1.81695
12824.72 1.82495
12737.68 1.83228
12658.45 1.83911
12586.92 1.84511
12417.82 1.85777
12219.51 1.87489
12051.92 1.88961
11900.32 1.90267
11766.61 1.91485
11647.46 1.92572
11540.11 1.93556
11441.41 1.94444
11355.79 1.95252
11191.43 1.96607
10974.79 1.98647
10776.87 2.00524
10596.71 2.02314
10435.45 2.03944
10290.22 2.05392
10164.7 2.06638
10071.89 2.07662
10031.56 2.08114
10022.51 2.08202
10006.53 2.08366
9970.63 2.08688
9922.201 2.09196
9890.539 2.09521
9856.276 2.09848
9807.938 2.10277
9749.045 2.10857
9680.328 2.11496
9607.936 2.12207
9509.642 2.13038
9351.756 2.14255
9215.362 2.15644
9077.903 2.17287
8946.478 2.18115
8810.269 2.19411
8672.677 2.208
8520.984 2.22373
8361.371 2.24067
8203.23 2.25678
8050.343 2.27216
7886.061 2.28957
7677.547 2.31173
7331.284 2.34856
7029.931 2.38578
6876.619 2.41166
6694.51827 2.44859
