135330.1411 1.12496
134276.3585 1.12816
133114.1463 1.13361
131948.4491 1.13807
130833.5791 1.14431
129671.3669 1.14889
128596.8689 1.15348
127238.969 1.16013
126075.0878 1.1657
124759.3759 1.17247
123619.0923 1.17705
122610.3798 1.18316
121314.2034 1.18898
120768.3832 1.1908
120231.933 1.19417
119628.0996 1.19779
119101.8148 1.19997
118400.1018 1.20303
117786.103 1.20761
116865.1047 1.21154
116251.1058 1.21459
115637.1069 1.21765
115176.6078 1.21983
114716.1086 1.22376
114189.8238 1.22594
113422.3253 1.2314
112654.8267 1.23446
112040.8278 1.23817
111339.1148 1.2421
110878.6156 1.24668
110264.6168 1.24886
109804.1176 1.25279
108883.1193 1.25803
108356.8345 1.26196
107742.8357 1.26567
107063.0512 1.27025
106602.552 1.27418
105835.0534 1.27855
105229.3578 1.2827
104407.9879 1.28828
103688.3038 1.29274
102932.6355 1.2977
102302.9119 1.30254
101421.2988 1.30789
100629.6463 1.31375
99811.00562 1.31948
99154.29388 1.32482
98532.85253 1.32897
97930.83089 1.33374
97059.85146 1.3419
96482.46662 1.34672
96005.6759 1.35156
95305.8104 1.35908
94503.33532 1.36582
93792.04893 1.37208
93401.57621 1.37721
92854.9585 1.38183
92038.00786 1.38996
91559.57959 1.39554
91197.02927 1.39971
90726.2954 1.40537
90259.93884 1.40946
89717.436 1.41701
89024.74005 1.42554
88457.98881 1.43356
88080.15466 1.43891
87702.3205 1.44337
87341.06 1.44754
87094.41 1.45292
86862.12 1.45689
86638.17 1.46106
86419.95 1.4651
86207.3 1.46905
85999.48 1.47291
85796.06 1.47666
85597.6 1.48034
85404.2 1.48391
85215.49 1.48739
85032.1 1.49079
84853.17 1.4941
84677.55 1.49731
84505.25 1.50048
84337.71 1.50351
84173.69 1.50649
84013.24 1.50939
83859.3 1.51225
83702.32 1.51501
83553.33 1.51773
83408.34 1.52036
83265.93 1.52291
83126.98 1.52542
82990.56 1.52787
82857.61 1.53028
82728.18 1.53261
82601.56 1.5349
82476.97 1.53716
82356.05 1.53933
82236.68 1.54148
82120.72 1.54358
82009.51 1.54563
81899.07 1.54759
81790.65 1.5495
81685.25 1.55159
81581.49 1.5536
81480.74 1.55556
81381.24 1.55749
81284.33 1.55937
81193.82 1.5612
81100.86 1.56302
81009.63 1.56477
80921.78 1.56648
80835.27 1.56816
80751.44 1.5698
80668.86 1.57141
80588.35 1.57295
80509.74 1.57449
80432.42 1.57598
80357.21 1.57744
80283.43 1.57886
80211.64 1.58025
80141.39 1.58161
80072.72 1.58294
80004.47 1.58425
79938.62 1.58552
79874.47 1.58678
79811.21 1.58799
79750.46 1.58918
79690.59 1.59036
79631.87 1.59147
79574.23 1.59259
79518.61 1.59367
79464.13 1.59472
79410.87 1.59575
79359.4 1.59674
79308.83 1.59773
79259.45 1.59869
79211.36 1.59962
79163.85 1.60051
79117.78 1.60143
79073.1 1.60231
79028.74 1.60315
78985.56 1.60398
78943.03 1.60481
78901.88 1.6056
78861.04 1.60638
78821.64 1.60714
78783.45 1.60789
78745.48 1.60863
78708.28 1.60928
78671.91 1.61005
78636.61 1.61072
78602.29 1.61142
78568.71 1.61205
78535.95 1.61269
78503.31 1.61332
78472.15 1.61391
78441.14 1.61426
78410.12 1.61511
78379.1 1.61572
78348.68 1.61627
78318.57 1.61687
78289.51 1.61746
78260.94 1.61796
78232.41 1.61853
78205.71 1.61906
78179.96 1.61957
78155.35 1.62002
78130.87 1.62053
78106.03 1.62097
78082.35 1.62144
78059.57 1.62179
78023.75404 1.62237
77952.78106 1.62364
77860.38227 1.62552
77813.6 1.62681
77807.7 1.62685
77812.42 1.62687
77798.25 1.627
77786.58 1.6272
77774.49 1.62743
77761.3 1.62767
77748.7 1.62792
77734.48 1.62816
77720.47 1.62843
77706.84 1.62871
77693.61 1.62896
77679.45 1.62922
77665.67 1.62948
77652.76 1.62971
77640.21 1.62999
77627.17 1.63022
77614.63 1.63047
77602.46 1.6307
77590.89 1.63093
77579.18 1.63115
77567.37 1.6314
77556.43 1.63161
77545.64 1.6318
77534.94 1.63201
77524.13 1.63221
77513.75 1.63244
77504.12 1.6326
77494.22 1.63281
77484.72 1.63298
77474.95 1.63315
77466.07 1.63334
77457.32 1.6335
77448.69 1.63367
77440.12 1.63381
77431.42 1.634
77423.26 1.63415
77415.16 1.63431
77408.03 1.63447
77400.42 1.6346
77393.05 1.63474
77385.96 1.63488
77379.18 1.63502
77372.47 1.63516
77365.59 1.63529
77358.8 1.6354
77352.37 1.63554
77346.02 1.63568
77339.53 1.63578
77333.52 1.63588
77327.62 1.636
77321.51 1.63612
77314.92 1.63623
77309.76 1.63637
77303.91 1.63647
77299.04 1.63655
77293.46 1.63668
77288.87 1.63675
77283.95 1.63686
77279.68 1.63694
77274.76 1.63705
77268.59 1.63712
77264.36 1.63722
77260.68 1.6373
77256.26 1.63738
77252.53 1.63747
77248.02 1.63754
77244.12 1.63763
77240.2 1.63768
77234.17 1.63779
77224.91 1.63792
77211.39 1.63815
77069.03 1.63907
76847.08 1.64295
76627.72 1.64735
76418.2 1.65151
76215.36 1.65537
76021.66 1.6592
75839.8 1.66277
75662.18 1.66621
75483.79 1.66955
75308.65 1.67302
75139.71 1.67626
74974.03 1.67946
74810.46 1.68262
74648.44 1.68573
74487.61 1.68882
74328.17 1.69188
74169.66 1.69492
74011.86 1.69798
73855.07 1.70092
73698.26 1.70391
73541.88 1.70689
73386.54 1.70987
73232.51 1.71279
73078.88 1.71574
72925.92 1.71865
72777.32 1.72154
72622.8 1.72444
72471.49 1.72732
72321.3 1.73021
72170.95 1.73307
72021.59 1.73591
71873.05 1.73874
71725.67 1.74156
71578.37 1.74437
71431.43 1.74718
71285.77 1.74995
71140.03 1.75271
70995.76 1.75548
70851.17 1.75823
70707.46 1.76097
70564.34 1.76371
70421.94 1.76644
70280.18 1.76912
70138.74 1.77184
69998.2 1.77451
69858.44 1.77719
69719.99 1.77984
69581.08 1.78247
69442.8 1.78513
69304.72 1.78775
69168.53 1.79035
69032.81 1.79295
68897.99 1.79553
68763.74 1.79809
68630.96 1.80062
68498.06 1.80303
68365.91 1.80544
68234.51 1.80784
68104.42 1.81022
67975.34 1.81259
67846.34 1.81494
67718.93 1.81728
67592.1 1.81959
67465.87 1.82189
67340.68 1.82419
67215.85 1.82647
67091.39 1.82874
66967.68 1.83099
66845.01 1.83325
66722.58 1.8355
66601.48 1.83772
66480.44 1.83993
66360.51 1.84211
66240.9 1.84431
66121.79 1.84646
66003.7 1.84864
65886.28 1.85079
65769.44 1.85292
65652.67 1.85506
65535.98 1.85718
65421.04 1.85931
65305.63 1.86143
65190.79 1.86353
65077.05 1.86561
64963.66 1.8677
64851.03 1.86974
64741.35 1.8718
64627.28 1.87384
64516.3 1.87589
64405.51 1.87792
64295.91 1.87994
64186.19 1.88194
64079.69 1.88394
63971.33 1.88594
63861.12 1.88793
63753.93 1.88988
63647.48 1.89186
63543.3 1.89381
63437.99 1.89574
63331 1.89767
63228.51 1.89957
63124.59 1.90156
63021.67 1.90355
62919.33 1.90554
62816.95 1.90749
62715.63 1.90944
62614.46 1.91136
62514.05 1.91332
62414.55 1.91523
62314.72 1.91715
62215.79 1.91906
62117.45 1.92095
62019.62 1.92284
61922.17 1.92471
61825.48 1.92659
61728.84 1.92845
61633.2 1.9303
61538.04 1.93214
61443.78 1.93397
61349.85 1.93576
61256.26 1.93756
61163.15 1.93937
61070.45 1.94116
60982.5 1.94294
60887.27 1.9447
60800.19 1.94645
60709.6 1.94823
60619.77 1.94996
60526.24 1.95167
60437.23 1.9534
60352.66 1.95511
60264.88 1.95681
60177.26 1.95851
60090.48 1.9602
60003.97 1.96187
59917.9 1.96355
59832.06 1.96522
59746.7 1.96685
59661.86 1.9685
59577.44 1.97013
59493.76 1.97178
59410.11 1.9734
59326.72 1.97501
59244.54 1.97662
59161.73 1.97822
59080.06 1.97981
58998.78 1.98139
58917.9 1.98297
58837.2 1.98453
58756.59 1.98609
58676.53 1.98763
58597.37 1.98915
58518.45 1.99072
58439.8 1.99226
58361.1 1.99378
58283.36 1.99531
58205.75 1.99681
58128.6 1.99833
58052.08 1.99982
57975.56 2.00139
57899.78 2.00295
57824.4 2.00449
57749.37 2.00605
57674.66 2.00761
57316.41 2.01502
56966.79 2.02227
56625.28 2.02934
56292.78 2.03623
55968.22 2.04299
55902.36 2.04437
55837.01 2.04574
55771.73 2.04709
55706.15 2.04845
55641.9 2.0498
55334.2 2.05621
55032.47 2.0625
54740.36 2.06862
54456.5 2.07457
54174.45 2.08046
53894.11 2.0863
53628.34 2.09194
53371.25 2.09734
53120.13 2.10243
52872.1 2.10722
52635.75 2.11191
52395.03 2.11651
52173.18 2.12097
51960.7 2.12515
51760.33 2.1291
